Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-5IVROC,17200,5,YouTube,Carousel,25-34,Male,India,37776,2870,219.62790697674416,0.45531554426090637,7.597416349004658,1
CAMP-VITWU3,22049,34,Google,Story,55+,All,UK,574,1413,2.6032926663340743,38.41289198606272,246.16724738675958,0
CAMP-BFXB4Y,4644,37,Google,Image,35-44,Female,US,9129,668,196.5762273901809,0.5087085113374958,7.317340343958813,1
CAMP-4K7BPG,37844,40,Facebook,Story,18-24,Female,UK,8449,3371,22.325864073565164,4.479109953840691,39.89821280624926,1
CAMP-YVYV2G,45643,15,YouTube,Image,45-54,Female,India,27420,1395,60.07492934294415,1.664587892049599,5.0875273522975935,1
CAMP-QU7DKN,42883,58,LinkedIn,Text,35-44,All,US,16582,99,38.66800363780519,2.5861174767820527,0.5970329272705344,0
CAMP-NCPTKE,26757,49,LinkedIn,Video,35-44,Male,Canada,16871,4071,63.05265911724035,1.585975935036453,24.130164187066562,1
CAMP-ZJSSZW,36287,27,Instagram,Text,25-34,All,US,43212,422,119.08396946564885,0.8397435897435898,0.976580579468666,0
CAMP-D0W9RY,47298,11,Instagram,Text,45-54,All,Canada,3799,3651,8.032052095226014,12.45011845222427,96.1042379573572,1
CAMP-79KVLS,7339,6,LinkedIn,Story,55+,Male,US,11403,4158,155.37539174274423,0.6436025607296325,36.46408839779006,1
CAMP-9MEUSW,14589,16,LinkedIn,Video,35-44,Male,India,46827,1133,320.97470697100556,0.311551028252931,2.4195442800093963,1
CAMP-RGVZ9A,49501,39,YouTube,Image,55+,Male,India,28527,1703,57.62913880527666,1.7352332877624705,5.969783012584569,1
CAMP-AWE429,43225,36,Google,Image,35-44,Female,US,24620,3621,56.957779063042224,1.7556864337936637,14.707554833468725,1
CAMP-OMUWAH,28638,13,Instagram,Carousel,55+,All,UK,20887,3191,72.93456246944619,1.3710920668358308,15.27744530090487,1
CAMP-K2LSLA,32149,43,Google,Image,45-54,Male,India,11487,598,35.7305048368534,2.7987289979977366,5.205884913380343,1
CAMP-YM0WBG,37231,58,YouTube,Story,25-34,All,Canada,38154,392,102.47911686497811,0.9758085652880432,1.0274152120354354,0
CAMP-LMY62X,43044,5,LinkedIn,Text,45-54,Female,Canada,4601,1076,10.68906235479974,9.355357530971528,23.38622038687242,1
CAMP-RW6TM2,8527,30,Google,Text,18-24,Female,Germany,2873,2651,33.69297525507212,2.9679777236338323,92.27288548555516,1
CAMP-O04K0L,41448,31,LinkedIn,Text,25-34,Male,Canada,12966,2385,31.28257093225246,3.196668209162425,18.39426191577973,1
CAMP-THY25M,24385,11,LinkedIn,Video,45-54,Male,Germany,15217,810,62.40311667008407,1.6024840638759283,5.322994019846225,1
CAMP-8KB9W4,37726,5,Facebook,Image,18-24,All,US,41495,3310,109.99045750940996,0.909169779491505,7.976864682491866,1
CAMP-UOV51Z,42908,27,Google,Story,35-44,Male,US,47686,3739,111.13545259625243,0.8998028771547205,7.840875728725412,1
CAMP-LBORIQ,23028,36,Google,Video,35-44,All,US,8441,1160,36.655376063922176,2.7281127828456344,13.742447577301267,1
CAMP-8HKE22,19298,14,LinkedIn,Carousel,55+,Male,UK,12708,1532,65.85138356306352,1.5185709789109223,12.055398174378345,1
CAMP-6PARSG,19858,44,YouTube,Story,25-34,All,UK,29735,4977,149.73814079967772,0.6678325205986212,16.737851017319656,1
CAMP-70S1F5,15354,11,Facebook,Story,35-44,All,Germany,23430,2683,152.59867135599842,0.655313700384123,11.451131028595817,1
CAMP-37YE0Q,44338,17,LinkedIn,Story,25-34,All,Canada,42481,254,95.81171906716585,1.043713660224571,0.597914361714649,0
CAMP-ZSA7YV,1352,42,Instagram,Text,35-44,All,Canada,28969,3549,2142.6775147928993,0.04667057889468052,12.251026959853636,1
CAMP-DQBSXL,39864,27,Instagram,Story,55+,Female,US,2361,3186,5.922636965683323,16.884371029224905,134.9428208386277,1
CAMP-UL6LGJ,12273,7,Facebook,Image,45-54,All,India,40043,1232,326.26904587305467,0.3064955173188822,3.0766925555028344,1
CAMP-LPEFJA,37541,13,YouTube,Story,55+,Male,UK,44383,2424,118.22540688846861,0.8458418763941149,5.461550593695785,1
CAMP-WSHMLF,26798,36,LinkedIn,Text,18-24,Female,UK,43088,3576,160.78811851630718,0.621936502042332,8.299294467137022,1
CAMP-ZKICWM,15881,26,Google,Story,35-44,Female,US,13610,4262,85.69989295384421,1.1668626010286554,31.315209404849377,1
CAMP-PEQYDB,13151,17,Facebook,Carousel,18-24,All,UK,49806,1574,378.7240514029351,0.2640444926314099,3.1602618158454803,1
CAMP-PGVV4Z,39749,40,YouTube,Carousel,18-24,Female,US,48783,2909,122.72761578907645,0.8148125371543365,5.963142898140745,1
CAMP-WL3ZYT,7049,10,Google,Text,25-34,All,Germany,38603,4713,547.6379628316073,0.18260238841540813,12.20889568168277,1
CAMP-91QE37,42389,7,Instagram,Image,35-44,Male,Canada,26043,1626,61.438108943357946,1.627654264101678,6.243520331759013,1
CAMP-QQYZQI,8117,50,Instagram,Image,18-24,All,India,30542,3999,376.2720216828878,0.2657651758234562,13.093445092004451,1
CAMP-I4W6OZ,7041,28,Google,Video,45-54,Female,Canada,21031,3884,298.69336741940066,0.33479149826446675,18.467975845180923,1
CAMP-X25QBR,26034,20,Facebook,Text,18-24,Male,Canada,24193,3516,92.92847814396559,1.0760963915182078,14.533129417600133,1
CAMP-MQG1VE,23486,8,Instagram,Story,45-54,All,Germany,12117,3404,51.59243804819893,1.9382685483205413,28.092762234876616,1
CAMP-D32LX2,10309,39,LinkedIn,Text,25-34,Male,UK,23966,4599,232.47647686487537,0.43015104731703246,19.18968538763248,1
CAMP-TOOWT9,17815,50,Google,Video,18-24,Male,India,41558,4681,233.27532977827673,0.42867799220366715,11.26377592761923,1
CAMP-NM3V2P,29020,15,Google,Text,55+,Female,UK,46471,1959,160.1343900758098,0.6244754793311958,4.215532267435605,1
CAMP-2TIXC7,31803,30,Instagram,Text,25-34,Male,Canada,3865,4010,12.152941546394993,8.228460543337645,103.75161707632601,1
CAMP-URVQT3,42418,7,Facebook,Video,45-54,Female,US,31886,2736,75.17091800650667,1.3303016998055572,8.580568274477827,1
CAMP-G8CD31,4737,15,LinkedIn,Image,25-34,Male,Canada,37527,4492,792.2102596580114,0.12622911503717324,11.97004823193967,1
CAMP-NRXD35,4954,19,Facebook,Story,18-24,All,UK,37325,3175,753.4315704481228,0.13272605492297387,8.506363027461488,1
CAMP-6WAFFT,43188,52,YouTube,Video,35-44,Male,Canada,39393,402,91.21283689913865,1.0963369126494555,1.0204858731246669,0
CAMP-OUHYLU,37760,42,YouTube,Carousel,35-44,All,US,4823,975,12.772775423728813,7.829151980095376,20.21563342318059,1
CAMP-6K7P9M,39911,47,Instagram,Image,45-54,All,Germany,12496,224,31.309664002405352,3.19390204865557,1.792573623559539,0
CAMP-DA9OEK,49389,34,Instagram,Carousel,45-54,Male,UK,30783,4614,62.327643807325515,1.6044245200272877,14.988792515349381,1
CAMP-NTBZ3M,19956,31,Instagram,Image,35-44,All,Canada,10514,236,52.68590899979956,1.8980407076279247,2.2446262126688223,1
CAMP-55IZOL,21933,53,YouTube,Story,45-54,Male,UK,48682,3499,221.95778051338166,0.45053613245141944,7.187461484737685,1
CAMP-NNTXRG,20063,60,Facebook,Story,25-34,Male,Germany,21626,4212,107.79046005083985,0.9277258855081846,19.476555997410525,1
CAMP-N74F9Y,37032,5,Facebook,Text,55+,All,Canada,3370,3235,9.100237632317995,10.988724035608309,95.99406528189911,1
CAMP-ECAZRP,27269,58,Instagram,Carousel,55+,All,Canada,10800,226,39.6054127397411,2.5249074074074076,2.0925925925925926,1
CAMP-9DXOQ2,8041,42,LinkedIn,Image,25-34,Female,UK,37516,2278,466.5588857107325,0.21433521697409105,6.072075914276576,1
CAMP-VPGSTQ,14488,36,Facebook,Story,55+,All,UK,26622,4278,183.75207067918276,0.5442115543535422,16.069416272256028,1
CAMP-MGVU4I,5669,42,YouTube,Video,18-24,Female,US,17998,1342,317.48103721996824,0.31497944216024004,7.456384042671408,1
CAMP-SOTN9U,4400,29,Google,Story,25-34,All,Germany,38876,4037,883.5454545454546,0.11318036835065336,10.384298796172446,1
CAMP-ZERYF0,39137,15,Google,Video,45-54,Male,US,23565,210,60.21156450417763,1.6608105240823254,0.8911521323997454,0
CAMP-992QC6,36686,47,Google,Image,25-34,All,Canada,27917,3728,76.09714877609987,1.3141096822724505,13.353870401547443,1
CAMP-DR08CW,12115,35,LinkedIn,Story,35-44,Male,UK,776,3929,6.405282707387536,15.612113402061855,506.3144329896908,1
CAMP-2LBM2Q,45102,8,Instagram,Story,45-54,Male,Canada,25870,4990,57.35887543789633,1.7434093544646307,19.28875144955547,1
CAMP-SQ0P82,6354,26,YouTube,Image,35-44,Male,Canada,6747,2804,106.18508026440037,0.9417518897287683,41.559211501408036,1
CAMP-KB700U,17244,21,LinkedIn,Story,45-54,Female,India,44728,1110,259.3829737879842,0.3855303165802182,2.4816669647648,1
CAMP-CRGB93,24314,18,YouTube,Video,55+,All,India,42075,2027,173.04844945299004,0.5778728461081403,4.817587641117052,1
CAMP-WKCS4K,40218,42,YouTube,Story,25-34,Male,Canada,13013,394,32.35615893381073,3.0906017059863213,3.0277414892799506,1
CAMP-EK4AEG,15283,30,Instagram,Carousel,18-24,Male,UK,49484,844,323.7845972649349,0.3088473041791286,1.7056018106862822,0
CAMP-VFQ3JZ,6338,35,Google,Text,45-54,Female,Canada,1131,1525,17.844745976648785,5.603890362511052,134.83642793987622,1
CAMP-R25MDF,6190,50,Instagram,Video,45-54,All,India,20319,604,328.25525040387726,0.30464097642600524,2.972587233623702,1
CAMP-7FR91I,11737,43,LinkedIn,Carousel,35-44,All,UK,10826,582,92.23822101047968,1.0841492702752633,5.3759467947533714,1
CAMP-PWH0MX,22515,15,LinkedIn,Image,55+,Female,Canada,31866,1940,141.53231179213856,0.70655243833553,6.087993472666793,1
CAMP-1EGOK0,24171,45,LinkedIn,Video,35-44,Female,Germany,14246,133,58.93839725290637,1.6966867892741821,0.9335953951986522,0
CAMP-1TNZRF,45515,47,Instagram,Text,35-44,All,Germany,42162,2839,92.63319784686367,1.079526587922774,6.733551539300792,1
CAMP-5A7QY8,42779,27,YouTube,Text,55+,Female,Canada,16008,3386,37.42022955188293,2.672351324337831,21.15192403798101,1
CAMP-YB7W8P,41340,55,YouTube,Image,18-24,All,UK,23419,3771,56.64973391388486,1.7652333575302106,16.102310090097784,1
CAMP-74MJDX,18371,44,Facebook,Image,35-44,All,Canada,11739,2269,63.899624408034406,1.5649544254195418,19.328733282221656,1
CAMP-O100VH,36134,38,LinkedIn,Video,35-44,Male,Canada,17381,976,48.10151104223169,2.0789367700362464,5.615327081295668,1
CAMP-MYGTY3,33534,29,YouTube,Story,45-54,Male,India,37578,1814,112.05940239756664,0.8923838416094524,4.827292564798552,1
CAMP-ADDQHK,4288,40,Facebook,Image,55+,All,Germany,13486,3264,314.50559701492534,0.317959365267685,24.202877057689456,1
CAMP-GAD7X4,49923,9,YouTube,Story,25-34,All,India,116,1544,0.23235783105983215,430.37068965517244,1331.0344827586207,0
CAMP-8WZE4E,10261,7,LinkedIn,Carousel,18-24,All,India,30775,2836,299.922034889387,0.3334199837530463,9.215272136474411,1
CAMP-X6U86Z,28832,45,Google,Text,18-24,All,Canada,25262,2739,87.61792452830188,1.1413189771197847,10.842371942047343,1
CAMP-JQ7W7J,11414,47,LinkedIn,Story,55+,All,India,33382,1358,292.46539337655514,0.34192079563836797,4.068060631478041,1
CAMP-P61LFC,24054,60,Instagram,Text,45-54,All,Germany,25451,4135,105.807765860148,0.9451102117794978,16.246905819024793,1
CAMP-1NLC8J,21608,59,YouTube,Story,45-54,Female,India,13443,1317,62.213069233617176,1.60737930521461,9.796920330283418,1
CAMP-PR7VGR,22069,53,YouTube,Carousel,55+,All,Germany,3720,162,16.856223662150526,5.93252688172043,4.354838709677419,1
CAMP-F1HX6Z,45759,33,Instagram,Image,45-54,Female,India,25651,1910,56.056732009003696,1.7839070601536002,7.446103465751823,1
CAMP-DCUJQ6,37645,25,Instagram,Carousel,18-24,Female,Germany,2301,1128,6.112365519989375,16.360278139939158,49.02216427640156,1
CAMP-FX7XJZ,36768,44,Google,Image,18-24,All,India,45767,3871,124.47508703220191,0.8033736098061922,8.45805930036926,1
CAMP-6US7RP,23161,12,YouTube,Image,25-34,All,India,33622,1659,145.16644359051853,0.6888644340015466,4.934269228481352,1
CAMP-422TA8,13816,34,YouTube,Text,55+,Female,UK,27077,3126,195.98291835552982,0.5102485504302544,11.544853565756915,1
CAMP-3RU7MY,39849,45,Google,Carousel,35-44,Female,Germany,31896,1964,80.04215915079425,1.2493416102332582,6.157511913719588,1
CAMP-OW8DT8,39244,55,Facebook,Story,35-44,All,Germany,21065,2290,53.67699520945877,1.8629954901495371,10.871113220982673,1
CAMP-CQ1XGB,17007,32,Google,Carousel,25-34,All,Germany,9633,967,56.64138295995767,1.7654936156960448,10.038409633551334,1
CAMP-NGZ6WM,18877,41,LinkedIn,Text,25-34,Female,US,23154,890,122.65720188589289,0.8152802971408828,3.843828280210763,1
CAMP-DW0FGZ,27793,33,YouTube,Image,45-54,Female,India,12274,3062,44.16219911488504,2.264379990223236,24.94704252892293,1
CAMP-VRCTLT,43028,20,Instagram,Text,25-34,Female,Germany,38834,3630,90.25285860369992,1.1079981459545758,9.347479013235823,1
CAMP-4Q9BC2,26429,38,LinkedIn,Video,25-34,Male,US,30886,3190,116.86405085322941,0.8556951369552548,10.328304085993654,1
CAMP-BE3YQY,46992,4,YouTube,Video,35-44,Female,UK,29349,2749,62.45531154239019,1.6011448430951651,9.366588299430987,1
CAMP-5FU7BF,16382,16,Google,Story,45-54,Male,Germany,13086,1667,79.88035648882921,1.2518722298639768,12.738804829588874,1
CAMP-XQ7BZE,23724,15,LinkedIn,Text,25-34,All,Germany,19983,3067,84.23115832068791,1.1872091277585948,15.348045838963117,1
CAMP-GBL2QG,23421,31,YouTube,Story,25-34,All,US,12442,1442,53.123265445540326,1.8824144028291272,11.589776563253498,1
CAMP-V3DR2H,10588,14,Facebook,Story,45-54,Female,India,7988,1068,75.44389875330563,1.3254882323485229,13.370055082623935,1
CAMP-2P39YL,22674,41,Facebook,Video,55+,All,UK,4191,4224,18.483725853400372,5.4101646385110955,100.78740157480314,1
CAMP-9UE421,5340,4,Instagram,Story,45-54,All,Germany,23400,2924,438.2022471910112,0.2282051282051282,12.495726495726496,1
CAMP-VMEFOZ,43321,34,YouTube,Video,35-44,All,India,9596,4254,22.15091987719582,4.514485202167569,44.330971238015835,1
CAMP-TP7BD4,10578,15,Facebook,Image,55+,All,UK,5385,3857,50.90754395916052,1.9643454038997215,71.62488393686165,1
CAMP-W1ARAG,45262,48,Google,Text,18-24,Male,Canada,5127,827,11.327382793513323,8.828164618685392,16.130290618295298,1
CAMP-DX5O31,19362,29,YouTube,Story,45-54,Male,Canada,46065,4608,237.91447164549115,0.4203191142950179,10.00325626831651,1
CAMP-YHXSO7,4532,51,Google,Video,35-44,Female,UK,5661,3986,124.91173874669019,0.8005652711535064,70.41158805864688,1
CAMP-VBGR8W,29821,43,Google,Carousel,55+,Female,US,40907,2093,137.1751450320244,0.7289950375241401,5.116483731390716,1
CAMP-2MAIET,13668,19,Facebook,Story,45-54,Female,UK,35710,3180,261.267193444542,0.382749929991599,8.905068608232988,1
CAMP-DN1TH1,14278,42,YouTube,Image,25-34,All,UK,5627,4539,39.4102815520381,2.5374089212724367,80.66465256797582,1
CAMP-XJG2Y8,22295,33,LinkedIn,Image,45-54,All,US,20052,3902,89.93944830679524,1.1118591661679633,19.459405545581486,1
CAMP-RGYBXK,402,36,Facebook,Carousel,18-24,Male,US,39501,2363,9826.119402985074,0.010176957545378599,5.982127034758614,1
CAMP-PM21B0,17122,26,Facebook,Video,45-54,Male,India,34325,2225,200.47307557528327,0.49882010196649673,6.482155863073562,1
CAMP-7G2RE6,155,47,YouTube,Story,55+,Female,India,49153,1727,31711.612903225807,0.003153418916444571,3.513519012064371,1
CAMP-ZVLHYL,45881,37,YouTube,Video,55+,Male,US,28697,2007,62.54658791220766,1.5988082377948916,6.993762414189636,1
CAMP-2LD05N,8817,50,Google,Image,45-54,Male,Canada,34881,267,395.6107519564478,0.2527737163498753,0.7654597058570568,0
CAMP-HQR6F7,28799,8,YouTube,Video,55+,Male,Canada,34818,838,120.90003125108511,0.8271296455856166,2.4068010799012005,1
CAMP-QNEZW9,8250,21,Google,Image,25-34,Male,UK,31012,4585,375.90303030303033,0.266026054430543,14.78459950986715,1
CAMP-HEYCE4,2225,32,Facebook,Video,45-54,Male,Germany,48384,4798,2174.561797752809,0.045986276455026454,9.916501322751323,1
CAMP-QGM5V2,44347,9,Instagram,Carousel,25-34,Female,UK,29633,687,66.82075450425057,1.4965410184591503,2.318361286403672,1
CAMP-WWG84D,48613,12,LinkedIn,Text,25-34,Female,UK,1344,3362,2.764692571945776,36.170386904761905,250.14880952380955,0
CAMP-4R9V4K,16848,43,Facebook,Carousel,35-44,Male,Germany,15146,357,89.89791073124407,1.1123729037369603,2.3570579691007527,1
CAMP-00ILU6,39677,34,YouTube,Carousel,45-54,Female,US,36883,3816,92.95813695591904,1.0757530569639129,10.346229970447089,1
CAMP-VFUA9B,4721,36,LinkedIn,Text,55+,All,Canada,46908,872,993.6030502012285,0.10064381342201757,1.8589579602626416,0
CAMP-Q1BTR2,15134,30,Instagram,Text,25-34,Male,UK,27378,1974,180.90392493722746,0.5527796040616554,7.210168748630287,1
CAMP-3QIUA0,46491,17,Instagram,Story,35-44,All,Germany,24448,4648,52.586522122561355,1.901627945026178,19.01178010471204,1
CAMP-8EKXDR,5226,32,Google,Story,45-54,Female,India,17756,1811,339.7627248373517,0.2943230457310205,10.199369227303446,1
CAMP-KZ40AQ,5222,39,LinkedIn,Carousel,45-54,Female,UK,22390,4419,428.7629260819609,0.23322912014292094,19.736489504242964,1
CAMP-15O2NQ,18130,31,Google,Carousel,18-24,All,Canada,18875,2642,104.1092112520684,0.9605298013245033,13.997350993377482,1
CAMP-W4C6LB,17402,24,Facebook,Image,18-24,Female,US,17532,2229,100.74704057004942,0.9925849874515172,12.713894592744696,1
CAMP-PJ8T22,19281,6,LinkedIn,Image,25-34,Male,UK,9368,3392,48.58669156164099,2.058176771989752,36.20836891545687,1
CAMP-C50B8Y,38738,22,Facebook,Story,18-24,All,UK,41306,4179,106.62914967215653,0.9378298552268436,10.117174260398006,1
CAMP-5DNWNG,1631,34,Google,Story,25-34,Male,Germany,44059,2351,2701.348865726548,0.03701854331691595,5.336026691481877,1
CAMP-UCZH9I,41040,38,LinkedIn,Image,55+,All,India,43235,4358,105.34844054580897,0.9492309471493003,10.079796461200417,1
CAMP-ER7U8H,40541,52,Google,Image,25-34,Female,India,15624,4880,38.538763227350096,2.59479006656426,31.23399897593446,1
CAMP-0IMJYJ,23433,6,LinkedIn,Video,18-24,All,US,48120,2740,205.35142747407505,0.48697007481296756,5.6940980881130505,1
CAMP-CMRSEZ,39750,29,Google,Video,55+,All,Canada,14700,2731,36.9811320754717,2.704081632653061,18.578231292517007,1
CAMP-YTKW28,34774,19,Instagram,Image,18-24,Male,US,46168,1319,132.76585955023867,0.7532056835903657,2.8569571997920638,1
CAMP-37C6QC,35954,14,Google,Video,25-34,Female,UK,28980,1536,80.60299271291093,1.2406487232574188,5.300207039337474,1
CAMP-6K8DJZ,46371,24,Instagram,Text,35-44,Male,UK,20221,4785,43.606995751655134,2.2932100291775876,23.663518124721826,1
CAMP-R5SWK8,8252,19,Google,Story,45-54,Female,India,34914,2444,423.0974309258362,0.2363521796414046,7.000057283611159,1
CAMP-TEMPXK,38618,12,LinkedIn,Story,18-24,Male,Canada,11851,1773,30.687762183437776,3.258627963884904,14.960762804826597,1
CAMP-C5I8XO,45640,56,LinkedIn,Image,25-34,All,Germany,22422,3210,49.12795793163892,2.0355008473820355,14.316296494514317,1
CAMP-MXLVZ4,10367,3,LinkedIn,Carousel,55+,Male,Canada,16609,4935,160.21028262756823,0.6241796616292372,29.71280630983202,1
CAMP-QKE2GJ,25389,24,YouTube,Image,18-24,Female,UK,32384,878,127.55130174485015,0.7839982707509882,2.7112154150197627,1
CAMP-R81BMQ,1162,28,Facebook,Video,18-24,Female,Germany,39987,2871,3441.2220309810673,0.029059444319403806,7.1798334458699085,1
CAMP-F7ZK94,30026,58,LinkedIn,Carousel,45-54,All,Canada,13338,3201,44.421501365483245,2.2511620932673564,23.999100314889787,1
CAMP-YXFIBL,6329,20,Instagram,Video,25-34,Female,Canada,22448,4145,354.6847843261179,0.28194048467569494,18.46489665003564,1
CAMP-EJGUBL,49377,52,LinkedIn,Text,35-44,Male,Germany,10744,3748,21.75911861798003,4.595774385703648,34.88458674609084,1
CAMP-MNTFK7,48015,16,YouTube,Video,55+,All,UK,12241,2837,25.494116421951475,3.922473654113226,23.17621109386488,1
CAMP-ORFQLA,4732,49,Instagram,Text,25-34,Female,Canada,18101,293,382.52324598478447,0.2614220208828242,1.6186950997182477,0
CAMP-09LZRK,39156,31,YouTube,Text,55+,Female,Germany,10787,1652,27.548779242006333,3.6299249096134236,15.314730694354314,1
CAMP-79UFU6,3696,14,Instagram,Video,18-24,Male,UK,25301,4632,684.5508658008658,0.14608118256195407,18.307576775621516,1
CAMP-PY06FT,44343,38,Google,Video,45-54,Male,Germany,5197,4407,11.720000902058949,8.532422551472003,84.79892245526266,1
CAMP-LO4QDB,6268,37,Facebook,Text,45-54,All,Germany,19693,537,314.1831525207403,0.31828568526887724,2.7268572589244906,1
CAMP-XVH7KA,42663,54,Facebook,Carousel,35-44,Female,Canada,39017,2687,91.45395307409231,1.093446446420791,6.886741676705026,1
CAMP-TQYDSH,7661,14,YouTube,Text,45-54,Male,UK,33364,234,435.5045033285472,0.22961875074931062,0.7013547536266634,0
CAMP-LV76MF,8358,9,Facebook,Story,18-24,All,Canada,38049,2653,455.24048815506103,0.21966411732240007,6.972587978659098,1
CAMP-4NNKM9,16716,31,YouTube,Text,35-44,Female,US,40783,2375,243.9758315386456,0.409876664296398,5.8235048917441095,1
CAMP-5D0P92,26834,13,YouTube,Carousel,25-34,Female,US,18517,2273,69.00573898785123,1.449154830696117,12.275206566938488,1
CAMP-K38P6F,6471,35,YouTube,Story,45-54,All,UK,34858,967,538.6802658012672,0.18563887773251478,2.774112111997246,1
CAMP-VDHR59,26169,8,Facebook,Image,35-44,All,Germany,1802,890,6.886010164698689,14.52219755826859,49.38956714761376,1
CAMP-C81DO6,14469,49,YouTube,Image,18-24,Male,Canada,1899,3864,13.124611237818783,7.619273301737756,203.47551342812005,1
CAMP-OUZ1EG,13010,17,Facebook,Carousel,55+,Female,Canada,2692,3401,20.691775557263643,4.832838038632986,126.3372956909361,1
CAMP-NTB34K,8043,34,YouTube,Text,55+,Female,UK,1650,35,20.51473330846699,4.874545454545455,2.1212121212121215,1
CAMP-UQAAJ8,12299,53,LinkedIn,Video,18-24,Female,UK,46769,4543,380.26668834864626,0.262973337039492,9.713699245226538,1
CAMP-4RX6PR,15828,13,YouTube,Carousel,18-24,All,US,20836,3524,131.64013141268637,0.7596467652140526,16.913035131503168,1
CAMP-YIEJ9C,23375,60,Instagram,Story,55+,Male,India,44615,1764,190.86631016042782,0.5239269304045725,3.9538271881654152,1
CAMP-0UU5WR,6838,25,YouTube,Story,35-44,Female,UK,20233,3292,295.8906112898508,0.3379627341471853,16.270449266050512,1
CAMP-YESU4F,16013,28,Google,Image,55+,All,India,49820,2489,311.12221320177355,0.3214171015656363,4.995985547972702,1
CAMP-CL5EFJ,35340,36,YouTube,Story,18-24,Female,UK,1182,2701,3.3446519524617995,29.898477157360407,228.5109983079526,0
